ID,ON,AREA,ADDRESS,STREET,SITE,SIDE,ASSIGNED,COMMON,BOTANICAL,CULTIVAR,DBH,REMOVAL,STEMS,COND,MAINTPRIM,OBSERVE,INSPECT,LOCATION,NOTES,DATE,TIME,STAFF,XCOORD,YCOORD,FAILURE,LIKELIHOOD,TARGET,CONSEQ,RISK,UNIQUEID,EDITTIME,SPREAD,HEIGHT,CLEARANCE,DECAYCL,DECAYT,DECAYRF,DAMC,DAMT,DAMRF,CAVITYCL,CAVITYT,CAVITYRF,IMPROPMULC,IMPROPPRUN,NUTRIENTD,PEST,GIRDLING,STRESS,OHUTILITY,TOP_HEIGHT,CROWN_M,CROWN_DIE
616.00000,Leroy Hill Park,Leroy Hill Park,"1000",Casho Mill Rd,32.00000,Front,False,"maple, red",Acer rubrum,,6.00000,N/A,1.00000,Fair,N/A,None,False,Park,remove poison ivy,10/9/2015,9:41:28 AM,LM,555181.34175,610970.12526,Probable,Unlikely,Low,Negligible,Low,LM 20151009094128,10/9/2015 9:41:28 AM,"20","36",None,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,No,"36",16-20%,6-10%
617.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,1.00000,Front,True,"cherry, black",Prunus serotina,,24.00000,N/A,1.00000,Fair,N/A,None,False,Park,,10/9/2015,9:59:10 AM,LM,552179.75169,612549.86005,Probable,Somewhat Likely,Medium,Negligible,Low,LM 20151009095911,10/9/2015 9:59:11 AM,"55","73",None,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,No,"73",16-20%,0-5%
618.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,2.00000,Front,True,"cherry, black",Prunus serotina,,12.00000,Habitat,1.00000,Poor,N/A,None,False,Park,remove dead branch over trail,10/9/2015,10:03:56 AM,LM,552156.60764,612562.79349,Probable,Somewhat Likely,Medium,Minor,Low,LM 20151009100357,10/15/2015 6:26:20 PM,"15","55",None,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"55",46-50%,26-30%
619.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,3.00000,Front,True,"locust, black",Robinia pseudoacacia,,28.00000,N/A,2.00000,Fair,N/A,None,False,Park,remove vines,10/9/2015,10:06:02 AM,LM,552200.17292,612593.42533,Probable,Unlikely,Low,Minor,Low,LM 20151009100602,10/15/2015 6:26:31 PM,"30","93",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"93",11-15%,0-5%
620.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,4.00000,Front,True,"crabapple, flowering",Malus spp.,,30.00000,Complete,2.00000,Critical,N/A,None,False,Park,,10/9/2015,10:11:23 AM,LM,552240.67501,612646.86088,Probable,Unlikely,Low,Significant,Low,LM 20151009101123,10/15/2015 6:11:07 PM,"50","58",None,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,No,"58",96-100%,96-100%
621.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,5.00000,Front,True,"walnut, black",Juglans nigra,,24.00000,N/A,1.00000,Fair,N/A,None,False,Park,,10/9/2015,10:14:30 AM,LM,552322.35992,612669.32422,Probable,Unlikely,Low,Minor,Low,LM 20151009101430,10/9/2015 10:14:30 AM,"40","110",None,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"110",16-20%,6-10%
622.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,6.00000,Front,True,tuliptree,Liriodendron tulipifera,,24.00000,N/A,1.00000,Good,N/A,None,False,Park,remove poison ivy,10/9/2015,10:19:42 AM,LM,552289.04075,612662.69991,Improbable,Unlikely,Low,Severe,Low,LM 20151009102021,10/9/2015 10:19:42 AM,"40","105",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"105",11-15%,0-5%
623.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,7.00000,Front,True,"cherry, black",Prunus serotina,,23.00000,N/A,1.00000,Fair,N/A,None,False,Park,,10/9/2015,10:23:23 AM,LM,552284.27580,612653.17000,Probable,Unlikely,Low,Minor,Low,LM 20151009102323,10/9/2015 10:24:27 AM,"45","98",None,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,No,"98",11-15%,6-10%
624.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,8.00000,Front,True,stump,stump,,20.00000,N/A,1.00000,N/A,N/A,None,False,Park,,10/9/2015,10:25:18 AM,LM,552254.32466,612696.73529,N/A,N/A,N/A,N/A,N/A,LM 20151009102518,11/19/2015 7:07:21 PM,"0","0",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"0",0-5%,0-5%
625.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,9.00000,Front,True,"cherry, black",Prunus serotina,,10.00000,Complete,1.00000,Very Poor,N/A,None,False,Park,,10/9/2015,10:27:29 AM,LM,552212.80150,612715.11439,Probable,Unlikely,Low,Minor,Low,LM 20151009102729,10/9/2015 10:28:34 AM,"20","55",None,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"55",61-65%,26-30%
626.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,10.00000,Front,True,tuliptree,Liriodendron tulipifera,,26.00000,N/A,1.00000,Good,N/A,None,False,Park,remove poison ivy,10/9/2015,10:29:36 AM,LM,552102.52689,612776.37807,Improbable,Unlikely,Low,Severe,Low,LM 20151009102936,10/9/2015 10:29:36 AM,"55","105",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"105",16-20%,0-5%
627.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,11.00000,Front,True,"cherry, black",Prunus serotina,,17.00000,N/A,1.00000,Fair,N/A,None,False,Park,remove dead branches over trail,10/9/2015,10:31:52 AM,LM,552098.21858,612738.61237,Probable,Unlikely,Low,Minor,Low,LM 20151009103152,10/9/2015 10:31:52 AM,"35","98",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"98",31-35%,6-10%
628.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,12.00000,Front,True,"cherry, black",Prunus serotina,,12.00000,Complete,1.00000,Dead,N/A,None,False,Park,,10/9/2015,10:33:45 AM,LM,552047.16551,612746.78086,Probable,Unlikely,Low,Significant,Low,LM 20151009103345,10/9/2015 10:33:45 AM,"1","80",None,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,No,"0",>100%,>100%
629.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,13.00000,Front,True,unknown tree,unknown tree,,8.00000,Habitat,1.00000,Dead,N/A,None,False,Park,,10/9/2015,10:34:56 AM,LM,552030.82853,612754.26864,Probable,Unlikely,Low,Minor,Low,LM 20151009103457,10/9/2015 10:34:57 AM,"1","75",None,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"0",>100%,>100%
630.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,14.00000,Front,True,"ash, white",Fraxinus americana,,26.00000,N/A,1.00000,Fair,N/A,None,False,Park,remove vines,10/9/2015,10:36:53 AM,LM,552005.64236,612731.12458,Probable,Unlikely,Low,Minor,Low,LM 20151009103653,10/9/2015 10:36:53 AM,"65","90",None,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,No,"90",21-25%,11-15%
631.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,15.00000,Front,True,"cherry, black",Prunus serotina,,11.00000,Complete,1.00000,Dead,N/A,None,False,Park,remove poison ivy,10/9/2015,10:43:01 AM,LM,551962.75778,612720.91397,Probable,Unlikely,Low,Minor,Low,LM 20151009104301,10/15/2015 5:55:34 PM,"1","30",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"0",>100%,>100%
632.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,16.00000,Front,True,tuliptree,Liriodendron tulipifera,,27.00000,N/A,1.00000,Fair,N/A,None,False,Park,remove poison ivy,10/9/2015,10:50:40 AM,LM,551908.30118,612767.20208,Probable,Unlikely,Low,Minor,Low,LM 20151009105040,10/9/2015 10:50:40 AM,"60","105",None,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"105",11-15%,6-10%
633.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,17.00000,Front,True,"maple, red",Acer rubrum,,34.00000,N/A,1.00000,Fair,N/A,None,False,Park,remove vines,10/9/2015,10:53:30 AM,LM,551847.71821,612745.41944,Probable,Unlikely,Low,Minor,Low,LM 20151009105330,10/9/2015 10:55:04 AM,"65","99",None,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"99",16-20%,6-10%
634.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,18.00000,Front,True,"maple, red",Acer rubrum,,30.00000,N/A,1.00000,Fair,N/A,None,False,Park,remove poison ivy,10/9/2015,10:56:34 AM,LM,551828.65840,612721.59468,Probable,Unlikely,Low,Minor,Low,LM 20151009105634,10/9/2015 10:56:34 AM,"70","90",None,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,No,"90",11-15%,0-5%
635.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,19.00000,Front,True,"ash, white",Fraxinus americana,,27.00000,N/A,1.00000,Fair,N/A,None,False,Park,hanger,10/9/2015,10:59:44 AM,LM,551753.09986,612744.73874,Imminent,Somewhat Likely,Low,Negligible,Low,LM 20151009105944,10/9/2015 11:03:36 AM,"50","99",None,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,No,"99",11-15%,6-10%
636.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,20.00000,Front,True,"maple, red",Acer rubrum,,26.00000,N/A,1.00000,Fair,N/A,None,False,Park,,10/9/2015,11:02:01 AM,LM,551753.09986,612767.88279,Possible,Unlikely,Low,Minor,Low,LM 20151009110201,10/9/2015 11:03:32 AM,"45","90",None,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,No,"90",16-20%,0-5%
637.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,21.00000,Front,True,"crabapple, flowering",Malus spp.,,33.00000,N/A,7.00000,Fair,N/A,None,False,Park,,10/9/2015,11:03:58 AM,LM,551732.67864,612749.50369,Probable,Unlikely,Low,Negligible,Low,LM 20151009110358,10/9/2015 11:03:58 AM,"45","35",None,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,No,"35",21-25%,11-15%
638.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,22.00000,Front,True,"ash, white",Fraxinus americana,,16.00000,N/A,1.00000,Fair,N/A,None,False,Park,,10/9/2015,11:06:33 AM,LM,551709.53458,612727.04034,Probable,Unlikely,Low,Negligible,Low,LM 20151009110633,10/9/2015 11:06:33 AM,"40","77",None,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,No,"77",11-15%,6-10%
639.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,23.00000,Front,True,"maple, red",Acer rubrum,,20.00000,Complete,1.00000,Poor,N/A,None,False,Park,basal decay,10/9/2015,11:10:02 AM,LM,551623.73400,612758.20439,Possible,Unlikely,Medium,Significant,Low,LM 20151009111002,10/15/2015 6:41:18 PM,"55","79",None,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,No,"79",11-15%,0-5%
640.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,24.00000,Front,True,"oak, pin",Quercus palustris,,31.00000,N/A,1.00000,Fair,N/A,None,False,Park,"remove vines; hangers; bls",10/9/2015,11:14:13 AM,LM,551533.88060,612805.17321,Imminent,Likely,Medium,Negligible,Low,LM 20151009111413,10/15/2015 6:41:22 PM,"75","103",None,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,No,"103",16-20%,11-15%
641.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,25.00000,Front,True,"cherry, black",Prunus serotina,,7.00000,Complete,1.00000,Very Poor,N/A,None,False,Park,,10/9/2015,11:20:51 AM,LM,552019.44557,612696.22556,Probable,Unlikely,Low,Minor,Low,LM 20151009112052,10/15/2015 6:41:27 PM,"10","65",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"65",76-80%,81-85%
642.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,26.00000,Front,True,"cherry, black",Prunus serotina,,8.00000,Complete,1.00000,Very Poor,N/A,None,False,Park,,10/9/2015,11:23:17 AM,LM,552035.36729,612672.28388,Probable,Unlikely,Low,Minor,Low,LM 20151009112318,10/15/2015 6:41:32 PM,"15","60",None,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,No,"60",81-85%,66-70%
643.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,27.00000,Front,True,"cherry, black",Prunus serotina,,25.00000,N/A,1.00000,Fair,N/A,None,False,Park,remove poison ivy,10/9/2015,11:25:47 AM,LM,552089.14318,612585.15332,Probable,Unlikely,Low,Minor,Low,LM 20151009112547,10/15/2015 6:41:37 PM,"55","102",None,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"102",21-25%,0-5%
644.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,28.00000,Front,True,"cherry, black",Prunus serotina,,24.00000,N/A,2.00000,Poor,N/A,None,False,Park,remove dying leader over trail,10/9/2015,11:27:27 AM,LM,552093.22743,612594.00251,Probable,Unlikely,Low,Minor,Low,LM 20151009112727,10/15/2015 6:41:47 PM,"35","90",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"90",26-30%,26-30%
645.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,29.00000,Front,True,"cherry, black",Prunus serotina,,24.00000,N/A,1.00000,Fair,N/A,None,False,Park,remove poison ivy,10/9/2015,11:29:42 AM,LM,552118.41361,612579.70766,Probable,Unlikely,Low,Negligible,Low,LM 20151009112942,10/15/2015 6:41:52 PM,"55","80",None,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,No,"80",16-20%,6-10%
646.00000,Coleman Park,Coleman Park,"1",Coleman Park Tr,30.00000,Front,True,"locust, black",Robinia pseudoacacia,,10.00000,Complete,1.00000,Dead,N/A,None,False,Park,,10/9/2015,11:31:31 AM,LM,552124.53997,612587.19544,Possible,Unlikely,Low,Minor,Low,LM 20151009113131,10/15/2015 6:41:57 PM,"1","22",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"0",>100%,>100%
647.00000,Iron Glen,Iron Glen,"1150",Elkton Rd,1.00000,Front,False,"maple, Norway",Acer platanoides,,35.00000,N/A,2.00000,Fair,N/A,None,False,Park,cable and brace,10/9/2015,12:05:54 PM,LM,551624.37806,603176.47686,Probable,Unlikely,Low,Negligible,Low,LM 20151009120554,10/15/2015 6:46:34 PM,"50","60",None,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,No,"60",6-10%,6-10%
648.00000,Iron Glen,Iron Glen,"1150",Elkton Rd,2.00000,Front,False,"maple, Norway",Acer platanoides,,55.00000,N/A,2.00000,Fair,N/A,None,False,Park,cable and brace,10/9/2015,12:09:54 PM,LM,551604.13339,603141.77171,Probable,Unlikely,Low,Negligible,Low,LM 20151009120954,10/15/2015 6:46:39 PM,"65","74",None,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,No,"74",11-15%,0-5%
649.00000,Iron Glen,Iron Glen,"1150",Elkton Rd,3.00000,Front,False,"maple, red",Acer rubrum,,50.00000,N/A,2.00000,Fair,N/A,None,False,Park,remove poison ivy,10/9/2015,12:14:33 PM,LM,551464.10840,603240.30647,Probable,Unlikely,Low,Negligible,Low,LM 20151009121433,10/15/2015 6:46:43 PM,"60","82",None,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,No,"82",11-15%,6-10%
650.00000,Iron Glen,Iron Glen,"1150",Elkton Rd,4.00000,Front,False,"sweetgum, American",Liquidambar styraciflua,,24.00000,N/A,1.00000,Fair,N/A,None,False,Park,,10/9/2015,12:17:17 PM,LM,551486.08833,603254.18854,Probable,Unlikely,Low,Minor,Low,LM 20151009121717,11/19/2015 7:23:20 PM,"35","86",None,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,No,"86",16-20%,6-10%
651.00000,Iron Glen,Iron Glen,"1150",Elkton Rd,5.00000,Front,False,"cherry, black",Prunus serotina,,24.00000,N/A,1.00000,Fair,N/A,None,False,Park,"remove poison ivy; poor location",10/9/2015,12:27:13 PM,LM,551530.99378,603213.00696,Probable,Unlikely,Low,Minor,Low,LM 20151009122713,10/15/2015 6:46:56 PM,"35","67",None,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"67",16-20%,6-10%
652.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,1.00000,Front,False,"maple, Amur",Acer tataricum ginnala,,10.00000,N/A,1.00000,Fair,N/A,None,False,Park,,10/9/2015,1:10:41 PM,LM,567215.30774,609938.21262,Possible,Unlikely,Medium,Minor,Low,LM 20151009131041,10/15/2015 6:42:01 PM,"15","25",None,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,Yes,"25",6-10%,0-5%
653.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,2.00000,Front,False,"maple, red",Acer rubrum,,12.00000,N/A,1.00000,Fair,N/A,None,False,Park,,10/9/2015,1:20:17 PM,LM,567171.34788,609979.28039,Possible,Unlikely,Medium,Minor,Low,LM 20151009132017,10/15/2015 6:42:06 PM,"20","38",None,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,No,"38",0-5%,0-5%
654.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,3.00000,Front,False,"oak, swamp white",Quercus bicolor,,12.00000,N/A,1.00000,Good,N/A,None,False,Park,bls,10/9/2015,1:23:30 PM,LM,567165.56369,610015.14238,Improbable,Unlikely,Medium,Minor,Low,LM 20151009132331,11/19/2015 6:48:34 PM,"25","38",None,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,No,"38",6-10%,0-5%
655.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,4.00000,Front,False,"oak, swamp white",Quercus bicolor,,8.00000,N/A,1.00000,Good,N/A,None,False,Park,bls,10/9/2015,1:25:57 PM,LM,567244.80712,610033.07337,Improbable,Unlikely,Medium,Minor,Low,LM 20151009132557,11/19/2015 6:48:34 PM,"18","21",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"21",6-10%,0-5%
656.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,5.00000,Front,False,"tupelo, water",Nyssa aquatica,,14.00000,N/A,1.00000,Fair,N/A,None,False,Park,hanger from other tree,10/9/2015,1:28:55 PM,LM,567386.51982,610081.08217,Probable,Somewhat Likely,Medium,Negligible,Low,LM 20151009132855,10/15/2015 6:43:53 PM,"30","41",None,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,No,"41",6-10%,0-5%
657.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,6.00000,Front,False,"crabapple, flowering",Malus spp.,,24.00000,Complete,1.00000,Very Poor,N/A,None,False,Park,huge leader has just fallen off and laying next to tree,10/9/2015,1:33:00 PM,LM,567389.12271,610069.22457,Probable,Somewhat Likely,Medium,Minor,Low,LM 20151009133300,10/15/2015 6:43:58 PM,"25","36",None,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,No,"36",41-45%,31-35%
658.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,7.00000,Front,False,"birch, river",Betula nigra,,5.00000,N/A,1.00000,Good,N/A,None,False,Park,,10/9/2015,1:36:51 PM,LM,567417.46525,610057.65619,Improbable,Unlikely,Medium,Negligible,Low,LM 20151009133651,10/15/2015 6:44:03 PM,"15","22",None,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,No,"22",11-15%,0-5%
659.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,8.00000,Front,False,"oak, pin",Quercus palustris,,4.00000,N/A,1.00000,Very Good,N/A,None,False,Park,bls,10/9/2015,1:40:16 PM,LM,567426.14154,610038.56835,Improbable,Unlikely,Medium,Negligible,Low,LM 20151009134016,11/19/2015 6:48:34 PM,"12","22",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"22",6-10%,0-5%
660.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,9.00000,Front,False,"oak, post",Quercus stellata,,26.00000,N/A,1.00000,Good,N/A,None,False,Park,bls,10/9/2015,1:47:50 PM,LM,567403.66303,610040.29789,Probable,Somewhat Likely,Medium,Negligible,Low,LM 20151009134750,11/19/2015 6:48:37 PM,"65","70",None,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,No,"70",11-15%,0-5%
661.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,10.00000,Front,False,"tupelo, water",Nyssa aquatica,,27.00000,N/A,2.00000,Fair,N/A,None,False,Park,,10/9/2015,1:51:29 PM,LM,567399.03568,610039.71947,Possible,Unlikely,Medium,Minor,Low,LM 20151009135129,10/15/2015 6:44:49 PM,"40","43",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"43",16-20%,0-5%
662.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,11.00000,Front,False,"oak, white",Quercus alba,,17.00000,N/A,1.00000,Fair,N/A,None,False,Park,bls,10/9/2015,1:53:59 PM,LM,567404.24145,610031.62160,Probable,Somewhat Likely,Medium,Minor,Low,LM 20151009135359,11/19/2015 6:48:35 PM,"30","54",None,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,No,"54",21-25%,6-10%
663.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,12.00000,Front,False,"oak, white",Quercus alba,,45.00000,Complete,1.00000,Critical,N/A,None,False,Park,bls,10/9/2015,1:56:23 PM,LM,567409.44722,610018.31796,Probable,Somewhat Likely,Medium,Significant,Moderate,LM 20151009135623,11/19/2015 6:48:33 PM,"90","73",None,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"73",81-85%,86-90%
664.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,13.00000,Front,False,"cherry, black",Prunus serotina,,21.00000,N/A,1.00000,Fair,N/A,None,False,Park,,10/9/2015,1:59:27 PM,LM,567420.43719,610004.43590,Probable,Somewhat Likely,Medium,Negligible,Low,LM 20151009135927,10/15/2015 6:45:07 PM,"25","70",None,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"70",11-15%,6-10%
665.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,14.00000,Front,False,"maple, red",Acer rubrum,,24.00000,N/A,1.00000,Fair,N/A,None,False,Park,,10/9/2015,2:01:07 PM,LM,567429.11348,609984.19122,Probable,Somewhat Likely,Medium,Negligible,Low,LM 20151009140107,10/15/2015 6:45:12 PM,"40","58",None,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,No,"58",11-15%,0-5%
666.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,15.00000,Front,False,"planetree, London",Platanus x acerifolia,,5.00000,N/A,1.00000,Fair,N/A,None,False,Park,,10/9/2015,2:03:29 PM,LM,567375.11946,609954.77192,Improbable,Unlikely,Medium,Negligible,Low,LM 20151009140330,10/15/2015 6:45:23 PM,"14","19",None,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,No,"19",31-35%,0-5%
667.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,16.00000,Front,False,"planetree, London",Platanus x acerifolia,,12.00000,N/A,1.00000,Very Good,N/A,None,False,Park,,10/9/2015,2:07:00 PM,LM,567341.91087,609949.86299,Improbable,Unlikely,Medium,Minor,Low,LM 20151009140700,10/15/2015 6:47:26 PM,"30","45",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"45",6-10%,0-5%
668.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,17.00000,Front,False,"oak, swamp white",Quercus bicolor,,14.00000,N/A,1.00000,Very Good,N/A,None,False,Park,bls,10/9/2015,2:08:09 PM,LM,567293.90208,609941.18671,Improbable,Unlikely,Medium,Minor,Low,LM 20151009140809,11/19/2015 6:48:35 PM,"30","38",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"38",0-5%,0-5%
669.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,18.00000,Front,False,"sweetgum, American",Liquidambar styraciflua,,2.00000,N/A,1.00000,Good,N/A,None,False,Park,remove vines,10/9/2015,2:11:48 PM,LM,567174.63838,610247.71309,Improbable,Unlikely,Low,Negligible,Low,LM 20151009141148,10/15/2015 6:47:43 PM,"10","20",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"20",11-15%,0-5%
670.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,19.00000,Front,False,tuliptree,Liriodendron tulipifera,,2.00000,N/A,1.00000,Good,N/A,None,False,Park,remove vines,10/9/2015,2:13:02 PM,LM,567172.18321,610263.22412,Improbable,Unlikely,Low,Negligible,Low,LM 20151009141303,10/15/2015 6:47:51 PM,"10","15",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"15",11-15%,0-5%
671.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,20.00000,Front,False,"oak, pin",Quercus palustris,,3.00000,N/A,1.00000,Very Good,N/A,None,False,Park,"remove vines; bls",10/9/2015,2:14:15 PM,LM,567169.05643,610296.36795,Improbable,Unlikely,Low,Negligible,Low,LM 20151009141415,10/15/2015 6:48:08 PM,"15","23",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"23",6-10%,0-5%
672.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,21.00000,Front,False,"oak, pin",Quercus palustris,,13.00000,Habitat,1.00000,Very Poor,N/A,None,False,Park,,10/9/2015,2:19:00 PM,LM,567060.29763,610010.28959,Imminent,Unlikely,Very Low,Minor,Low,LM 20151009141900,10/15/2015 6:45:35 PM,"15","40",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"34",66-70%,51-55%
673.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,22.00000,Front,False,"oak, pin",Quercus palustris,,6.00000,N/A,1.00000,Fair,Raise,None,False,Park,bls,10/9/2015,2:21:41 PM,LM,566934.10285,609962.84697,Probable,Somewhat Likely,Medium,Negligible,Low,LM 20151009142141,11/19/2015 6:48:35 PM,"25","57",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"57",16-20%,11-15%
674.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,23.00000,Front,False,sassafras,Sassafras albidum,,6.00000,Habitat,1.00000,Dead,N/A,None,False,Park,,10/9/2015,2:24:57 PM,LM,566882.82371,609975.97943,Probable,Somewhat Likely,Medium,Minor,Low,LM 20151009142457,10/15/2015 6:45:54 PM,"1","60",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"0",>100%,>100%
675.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,24.00000,Front,False,sassafras,Sassafras albidum,,8.00000,Habitat,1.00000,Critical,N/A,None,False,Park,,10/9/2015,2:26:45 PM,LM,566878.44622,609977.23015,Probable,Somewhat Likely,Medium,Minor,Low,LM 20151009142645,10/15/2015 6:45:59 PM,"7","60",None,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"30",96-100%,96-100%
676.00000,White Chapel Park,White Chapel Park,"40",Whitechapel Dr,25.00000,Front,False,"cherry, black",Prunus serotina,,17.00000,N/A,2.00000,Poor,N/A,None,False,Park,"remove dead leaders; decay fungi",10/9/2015,2:28:04 PM,LM,566870.31660,609978.48086,Probable,Somewhat Likely,Medium,Minor,Low,LM 20151009142804,10/15/2015 6:46:04 PM,"15","60",None,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"60",26-30%,26-30%
